#{"t_start": 1754078716.2261415, "env_id": "None"}
r,l,t
154.201571,251,4155.042499
116.494619,251,4156.980421
41.002804,58,4157.407812
130.838655,251,4159.406311
116.045707,251,4161.184056
56.841099,251,4163.127685
109.447705,251,4165.088228
57.891924,251,4166.830627
88.969716,251,4200.090199
129.650389,251,4201.900564
125.549943,251,4203.865243
140.867301,251,4205.94729
126.342455,251,4208.016814
97.820483,251,4211.578113
135.25425,251,4213.558001
106.03436,251,4216.182413
137.649042,251,4251.575417
116.416156,251,4253.638546
130.494745,251,4255.534186
150.775748,251,4257.394298
62.118248,251,4260.148179
127.453128,251,4262.219311
104.113019,251,4264.170474
127.146376,251,4266.326892
105.840596,251,4301.848912
119.634783,251,4304.287648
120.065803,251,4306.177332
84.486023,251,4307.861234
41.413522,60,4308.370322
139.843247,251,4310.232121
132.76302,251,4316.976284
51.314349,69,4317.437793
132.09743,251,4319.324377
142.78971,251,4350.485836
34.975655,46,4350.861966
121.533295,251,4352.845404
145.509141,251,4354.583626
49.257358,60,4355.122518
165.142147,251,4356.835929
121.166394,251,4358.775383
155.113039,251,4360.484264
147.985857,251,4362.463685
151.794511,251,4364.161496
160.950987,251,4395.770681
105.488439,251,4397.568598
133.836876,251,4399.3017
143.408701,251,4401.247484
122.368288,251,4403.116089
160.527989,251,4404.8618
169.555923,251,4406.593616
162.514206,251,4408.361953
103.433256,251,4440.215837
155.3512,251,4441.924061
52.020768,77,4442.383754
151.257606,251,4444.259792
127.987788,251,4446.378022
146.561891,251,4448.779941
127.978089,251,4451.379547
173.892307,251,4453.331955
127.222216,251,4455.099867
173.592743,251,4486.705878
163.877961,251,4488.54169
143.996239,251,4490.229717
160.719136,251,4492.111777
177.204972,251,4493.893776
196.475475,251,4495.793802
142.877984,251,4497.489776
156.873624,251,4499.342149
155.99682,251,4530.087582
152.193341,251,4531.899512
163.00991,251,4533.603325
165.516777,251,4535.465617
166.606961,251,4537.189518
145.245994,251,4539.100413
151.254579,251,4540.836481
40.768982,56,4541.29925
59.796838,57,4541.623365
190.837557,251,4543.31735
172.520865,251,4575.193656
175.323201,251,4577.045075
140.119002,251,4578.786133
165.88727,251,4580.667596
170.689422,251,4582.352926
60.033239,77,4583.031335
200.453663,251,4584.731658
179.710447,251,4586.499285
191.940043,251,4588.166687
196.327971,251,4619.973266
204.915959,251,4621.649068
179.439379,251,4623.425406
174.683375,251,4625.232351
172.430096,251,4627.105408
194.952652,251,4628.849134
183.197489,251,4630.747471
186.901091,251,4632.486552
199.753851,251,4663.671772
176.082493,251,4665.523128
208.562536,251,4667.241339
171.507526,251,4669.128958
210.900854,251,4670.8171
167.165266,251,4672.63006
151.266294,251,4674.35287
178.050445,251,4676.241052
176.192889,251,4707.463139
215.538401,251,4709.150953
171.556972,251,4710.978985
221.719126,251,4712.709221
133.616083,251,4714.624087
225.281247,251,4716.464272
214.222058,251,4718.233215
190.645337,251,4719.882988
158.052457,251,4750.352106
212.015251,251,4752.014339
222.49378,251,4753.678673
179.821845,251,4755.453013
157.082917,251,4757.13437
164.501093,251,4758.988718
193.866734,251,4760.675956
138.345393,251,4762.517666
217.752577,251,4764.192625
201.611465,251,4795.100663
181.967549,251,4796.896345
193.284543,251,4798.590682
206.30858,251,4800.261865
221.981741,251,4802.07658
140.785626,251,4803.778737
207.395461,251,4805.628142
227.245427,251,4807.263474
218.694639,251,4838.19265
250.820433,251,4839.962882
193.1478,251,4841.640713
263.797436,251,4843.334667
69.763349,66,4843.895509
226.036127,251,4845.563045
186.631111,251,4847.386577
224.550626,251,4849.055648
237.381431,251,4850.850545
245.054031,251,4881.68875
247.221815,251,4883.412347
221.973371,251,4885.066427
234.115662,251,4886.970665
230.195515,251,4888.678702
231.591047,251,4890.526043
185.651426,69,4890.993534
209.023598,251,4892.768377
238.401343,251,4894.469725
46.610172,85,4927.182168
254.661928,251,4929.062466
250.643976,251,4930.693474
232.460526,251,4932.462602
286.478902,251,4934.090191
214.074953,251,4935.845406
207.19895,251,4937.454831
229.49843,251,4939.108532
186.551247,251,4969.48838
269.898749,251,4971.098272
214.528153,251,4972.868154
212.477913,251,4974.598549
140.168076,251,4976.371889
242.537669,251,4978.060156
278.479836,251,4979.722411
252.117901,251,4981.500632
233.744411,251,4983.158415
311.531705,251,5013.942217
89.512886,251,5015.580335
271.435069,251,5017.358199
203.06572,251,5019.101049
206.88285,251,5020.932846
185.550638,63,5021.336333
191.188348,251,5023.103838
237.90784,251,5024.818297
223.400234,251,5059.766781
225.325241,251,5061.460976
209.710933,75,5062.07699
215.424383,251,5063.732713
176.943855,75,5064.346109
259.440136,251,5066.002409
276.796286,251,5067.966175
188.479725,68,5068.460133
249.405356,251,5070.321873
189.423308,71,5070.756905
127.905786,63,5071.19986
146.502578,251,5073.191852
188.997665,71,5073.694597
328.298372,251,5107.566236
247.532741,251,5109.557741
170.182751,251,5111.458033
300.842097,251,5113.512074
164.102236,251,5115.20581
188.512574,68,5115.659836
332.158644,251,5117.440902
219.138522,69,5117.853396
283.749486,251,5119.793456
256.433417,251,5153.843798
129.048442,52,5154.237616
119.583391,251,5156.171996
147.685881,56,5156.608618
195.174772,71,5157.175039
172.943578,251,5159.015705
177.902488,76,5159.653769
284.778959,251,5161.581061
186.918136,75,5162.259757
76.904238,87,5162.902086
324.140248,251,5164.917696
187.246182,76,5165.802163
299.0648,251,5167.599843
344.934136,251,5169.405069
149.508013,251,5204.177558
324.378738,251,5206.003547
183.889533,58,5206.589904
200.404754,77,5207.109844
150.885493,251,5209.30748
158.517497,64,5209.713132
326.948092,251,5211.695823
182.879043,87,5212.253924
197.887,65,5212.828144
197.612115,83,5213.36768
302.824298,251,5215.252503
171.240266,65,5215.827779
309.338501,251,5217.767469
361.158381,251,5250.881456
